,sentence,sentence_with_entity,subject_entity,object_entity,설아,보림,재윤,치영,동진
193,"오리너구리는 먹이들은 대개 부리로 강바닥을 헤집고 긁어서 나오는 것들로, 먹은 뒤에는 볼주머니를 이용해 육상으로 옮긴다.","<sbj:오리너구리>는 먹이들은 대개 부리로 강바닥을 헤집고 긁어서 나오는 것들로, 먹은 뒤에는 <obj:볼주머니>를 이용해 육상으로 옮긴다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 48, 'end': 51, 'text': '볼주머니', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
194,오리너구리가 알을 낳는다는 사실은 1884년까지 명백하게 규명되지 않았다가 윌리엄 헤이 칼드웰이라는 스코틀랜드 출생의 동물학자가 150명의 호주 원주민들과 함께 탐사를 한 결과 토굴 둥지에서 알이 발견되면서 확인되었다.,<sbj:오리너구리>가 알을 낳는다는 사실은 1884년까지 명백하게 규명되지 않았다가 윌리엄 헤이 <obj:칼드웰>이라는 스코틀랜드 출생의 동물학자가 150명의 호주 원주민들과 함께 탐사를 한 결과 토굴 둥지에서 알이 발견되면서 확인되었다.,"{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 49, 'end': 51, 'text': '칼드웰', 'type': 'per'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
195,"오리너구리는 1년에 한 번 번식기를 가지며, 6월에서 10월 사이에 교미가 이루어지나 사는 곳에 따라서 번식기가 찾아오는 정확한 날짜에는 차이가 있을 수 있다.","<sbj:오리너구리>는 1년에 한 번 <obj:번식기>를 가지며, 6월에서 10월 사이에 교미가 이루어지나 사는 곳에 따라서 번식기가 찾아오는 정확한 날짜에는 차이가 있을 수 있다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 15, 'end': 17, 'text': '번식기', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
196,"이렇게 해 두면 물이 둥지 속으로 흘러들어오거나 포식자가 침입하는 것을 막아줄 수 있으며, 온·습도를 조절할 수 있다.","이렇게 해 두면 물이 둥지 속으로 흘러들어오거나 <sbj:포식자>가 <obj:침입>하는 것을 막아줄 수 있으며, 온·습도를 조절할 수 있다.","{'start': 27, 'end': 29, 'text': '포식자', 'type': 'anm'}","{'start': 32, 'end': 33, 'text': '침입', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
197,암컷은 자궁 속 난소가 두 개지만 오로지 왼쪽 난소만이 제 역할을 한다.,<sbj:암컷>은 <obj:자궁> 속 난소가 두 개지만 오로지 왼쪽 난소만이 제 역할을 한다.,"{'start': 0, 'end': 1, 'text': '암컷', 'type': 'anm'}","{'start': 4, 'end': 5, 'text': '자궁', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
198,"오리너구리는 2령 단계에서는 새끼에게 다리가 자라나며, 3령 단계에서 난치가 나타난다.","오리너구리는 2령 단계에서는 <sbj:새끼>에게 다리가 자라나며, 3령 단계에서 <obj:난치>가 나타난다.","{'start': 16, 'end': 17, 'text': '새끼', 'type': 'anm'}","{'start': 39, 'end': 40, 'text': '난치', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
199,"갓 알을 깨고 나온 새끼는 눈을 감은 채 태어나며, 마땅한 털도 없고 매우 작고 연약하다.","갓 알을 깨고 나온 <sbj:새끼>는 눈을 감은 채 태어나며, 마땅한 털도 없고 매우 작고 <obj:연약>하다.","{'start': 11, 'end': 12, 'text': '새끼', 'type': 'anm'}","{'start': 45, 'end': 46, 'text': '연약', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
200,"어미에게 기어올라 젖을 먹고 자라며, 이 때 어미는 젖샘에서 분비되어 복부의 모피 사이에 패인 홈을 통해 스며나오는 젖으로 새끼들을 먹인다.","<sbj:어미>에게 기어올라 젖을 먹고 자라며, 이 때 어미는 <obj:젖샘>에서 분비되어 복부의 모피 사이에 패인 홈을 통해 스며나오는 젖으로 새끼들을 먹인다.","{'start': 0, 'end': 1, 'text': '어미', 'type': 'anm'}","{'start': 29, 'end': 30, 'text': '젖샘', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
201,"넉 달 동안 포유가 이어지다가 새끼가 다 자라면 굴을 나와 독립하며, 이 때즈음 살짝이나마 돋아나 있던 치아는 떨어져 나가고 턱에 거친 치판만 남는다.","넉 달 동안 포유가 이어지다가 <sbj:새끼>가 다 자라면 굴을 나와 <obj:독립>하며, 이 때즈음 살짝이나마 돋아나 있던 치아는 떨어져 나가고 턱에 거친 치판만 남는다.","{'start': 17, 'end': 18, 'text': '새끼', 'type': 'anm'}","{'start': 33, 'end': 34, 'text': '독립', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
202,"화석 자료의 연대를 측정한 결과, 오리너구리와 가시두더지는 1,900-4,800만년 전에 갈라져 나왔다는 결론이 도출되었다.","화석 자료의 연대를 측정한 결과, <sbj:오리너구리>와 <obj:가시두더지>는 1,900-4,800만년 전에 갈라져 나왔다는 결론이 도출되었다.","{'start': 19, 'end': 23, 'text': '오리너구리', 'type': 'anm'}","{'start': 26, 'end': 30, 'text': '가시두더지', 'type': 'anm'}",no_relation,no_relation,no_relation,no_relation,no_relation
203,"가장 오래된 화석은 100,000년 전 제4기 홀로세의 것이다.","가장 오래된 <sbj:화석>은 100,000년 전 제4기 <obj:홀로세>의 것이다.","{'start': 7, 'end': 8, 'text': '화석', 'type': 'poh'}","{'start': 26, 'end': 28, 'text': '홀로세', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
204,"역시 같은 과에 속하는 오브두로돈은 500-1,500만 년 전에 살았는데, 이 속에 속하는 종 가운데 타랄코스킬드(""Obdurodon tharalkooschild"")는 남겨진 치아 화석으로 볼 때 몸길이가 약 1.3m로 추정되었으며, 이는 오리너구리과 내에서는 기록적인 크기이다.","역시 같은 과에 속하는 오브두로돈은 500-1,500만 년 전에 살았는데, 이 속에 속하는 종 가운데 <obj:타랄코스킬드>(""Obdurodon tharalkooschild"")는 남겨진 치아 화석으로 볼 때 몸길이가 약 1.3m로 추정되었으며, 이는 <sbj:오리너구리과> 내에서는 기록적인 크기이다.","{'start': 134, 'end': 139, 'text': '오리너구리과', 'type': 'org'}","{'start': 57, 'end': 62, 'text': '타랄코스킬드', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
205,현대 진화생물학에서 오리너구리는 큰 흥미를 끌고 있는 주제 가운데 하나이다.,현대 <obj:진화생물학>에서 <sbj:오리너구리>는 큰 흥미를 끌고 있는 주제 가운데 하나이다.,"{'start': 11, 'end': 15, 'text': '오리너구리', 'type': 'anm'}","{'start': 3, 'end': 7, 'text': '진화생물학', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
206,"2004년 연구로 오리너구리의 새로운 유전적 특징이 밝혀졌는데, 오리너구리가 총 10개의 성염색체를 가진다는 것이었다.","2004년 연구로 <sbj:오리너구리>의 새로운 유전적 특징이 밝혀졌는데, 오리너구리가 총 10개의 <obj:성염색체>를 가진다는 것이었다.","{'start': 10, 'end': 14, 'text': '오리너구리', 'type': 'anm'}","{'start': 50, 'end': 53, 'text': '성염색체', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
207,"암컷은 X염색체를 10개, 수컷은 X와 Y염색체를 각각 5개씩 가지고 있다.","<sbj:암컷>은 <obj:X염색체>를 10개, 수컷은 X와 Y염색체를 각각 5개씩 가지고 있다.","{'start': 0, 'end': 1, 'text': '암컷', 'type': 'anm'}","{'start': 4, 'end': 7, 'text': 'X염색체', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
208,"인간을 포함한 다른 포유류들은 대개 성염색체를 세 쌍 이상으로 가지지 않으며, 오리너구리의 성염색체 구조는 오리너구리가 속한 포유류보다 ZW 염색체를 가지는 조류와 더 닮았다.","<obj:인간>을 포함한 다른 <sbj:포유류>들은 대개 성염색체를 세 쌍 이상으로 가지지 않으며, 오리너구리의 성염색체 구조는 오리너구리가 속한 포유류보다 ZW 염색체를 가지는 조류와 더 닮았다.","{'start': 11, 'end': 13, 'text': '포유류', 'type': 'org'}","{'start': 0, 'end': 1, 'text': '인간', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
209,"오리너구리의 핵형은 상염색체 21개, 성염색체 10개로 구성되어 있다.","<sbj:오리너구리>의 <obj:핵형>은 상염색체 21개, 성염색체 10개로 구성되어 있다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 7, 'end': 8, 'text': '핵형', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
210,2020년 오리너구리의 수효가 전 주에서 감소함에 따라 취약 단계로 격상하자는 움직임도 있다.,<obj:2020년> <sbj:오리너구리>의 수효가 전 주에서 감소함에 따라 취약 단계로 격상하자는 움직임도 있다.,"{'start': 6, 'end': 10, 'text': '오리너구리', 'type': 'anm'}","{'start': 0, 'end': 4, 'text': '2020년', 'type': 'noh'}",no_relation,no_relation,no_relation,no_relation,no_relation
211,"오리너구리는 질병에 감염될 우려는 적으나, 태즈메이니아섬에서는 무코르 암피보룸(""Mucor amphiborum"")이라는 곰팡이에 의한 풍토 질병에 종종 걸리는 일이 발생한다.","<sbj:오리너구리>는 질병에 감염될 우려는 적으나, <obj:태즈메이니아섬>에서는 무코르 암피보룸(""Mucor amphiborum"")이라는 곰팡이에 의한 풍토 질병에 종종 걸리는 일이 발생한다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 24, 'end': 30, 'text': '태즈메이니아섬', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
212,체온 불균형과 식욕부진 등의 증세를 통해 오리너구리의 생명을 앗아갈 수도 있는 질병이며 2차 감염의 위험도 존재한다.,체온 불균형과 <obj:식욕부진> 등의 증세를 통해 <sbj:오리너구리>의 생명을 앗아갈 수도 있는 질병이며 2차 감염의 위험도 존재한다.,"{'start': 23, 'end': 27, 'text': '오리너구리', 'type': 'anm'}","{'start': 8, 'end': 11, 'text': '식욕부진', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
213,이 시설의 책임자인 데이비드 플레이는 오리너구리를 사육할 때 안에 담긴 물이 자연스럽게 흐르는 등 최대한 자연 상태와 유사하게 만든 수조를 사용하여 1943년 번식을 성공리에 실현시켰다.,이 시설의 책임자인 <obj:데이비드 플레이>는 <sbj:오리너구리>를 사육할 때 안에 담긴 물이 자연스럽게 흐르는 등 최대한 자연 상태와 유사하게 만든 수조를 사용하여 1943년 번식을 성공리에 실현시켰다.,"{'start': 21, 'end': 25, 'text': '오리너구리', 'type': 'anm'}","{'start': 11, 'end': 18, 'text': '데이비드 플레이', 'type': 'per'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
214,"해당 시설에서는 1998년과 2000년에서도 이와 유사한 수조를 이용한 오리너구리 번식이 성공했고, 2008년부터는 정기 번식, 2대째 번식시키는 데에도 성공하고 있다.","해당 <obj:시설>에서는 1998년과 2000년에서도 이와 유사한 수조를 이용한 <sbj:오리너구리> 번식이 성공했고, 2008년부터는 정기 번식, 2대째 번식시키는 데에도 성공하고 있다.","{'start': 40, 'end': 44, 'text': '오리너구리', 'type': 'anm'}","{'start': 3, 'end': 4, 'text': '시설', 'type': 'org'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
215,이외에도 타롱가 동물원에서도 2003년과 2006년 오리너구리를 번식시키는 데 성공한 사례가 있다.,이외에도 타롱가 <obj:동물원>에서도 2003년과 2006년 <sbj:오리너구리>를 번식시키는 데 성공한 사례가 있다.,"{'start': 29, 'end': 33, 'text': '오리너구리', 'type': 'anm'}","{'start': 9, 'end': 11, 'text': '동물원', 'type': 'org'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
216,"오리너구리를 사육, 보존 목적으로 사육하는 동물원 및 보호구역의 목록은 다음과 같다.","<sbj:오리너구리>를 사육, 보존 목적으로 사육하는 동물원 및 <obj:보호구역>의 목록은 다음과 같다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 30, 'end': 33, 'text': '보호구역', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
217,현재 호주 외의 동물원에서 오리너구리를 전시하고 있는 국가는 미국이 유일하다.,현재 호주 외의 동물원에서 <sbj:오리너구리>를 전시하고 있는 국가는 <obj:미국>이 유일하다.,"{'start': 15, 'end': 19, 'text': '오리너구리', 'type': 'anm'}","{'start': 34, 'end': 35, 'text': '미국', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
218,현재로서는 샌디에이고 동물원 사파리 파크의 야외 우리에서 오리너구리 몇 마리를 전시하고 있는 것이 전부이다.,현재로서는 <obj:샌디에이고 동물원> 사파리 파크의 야외 우리에서 <sbj:오리너구리> 몇 마리를 전시하고 있는 것이 전부이다.,"{'start': 32, 'end': 36, 'text': '오리너구리', 'type': 'anm'}","{'start': 6, 'end': 14, 'text': '샌디에이고 동물원', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
219,한편 유럽에서 온 이주민은 고기보다는 모피를 얻기 위해서 19세기 후반부터 사냥이 법적으로 엄금된 1912년까지 오리너구리를 사냥했다.,한편 유럽에서 온 이주민은 고기보다는 <obj:모피>를 얻기 위해서 19세기 후반부터 사냥이 법적으로 엄금된 1912년까지 <sbj:오리너구리>를 사냥했다.,"{'start': 63, 'end': 67, 'text': '오리너구리', 'type': 'anm'}","{'start': 21, 'end': 22, 'text': '모피', 'type': 'poh'}",anm:role,anm:role,anm:role,anm:role,anm:role
220,"그 가운데 어떤 전승민담에 따르면, 땅짐승과 물짐승, 그리고 날짐승들이 그들 모두의 특징을 가졌던 오리너구리에게 서로 자기들 편에 붙어 달라고 졸랐으나, 특별한 존재가 되기 위해서는 굳이 어느 쪽 편에 끼지 않아도 된다는 것을 깨달은 오리너구리는 세 집단의 요청을 모두 거절했다고 한다.","그 가운데 어떤 <obj:전승민담>에 따르면, 땅짐승과 물짐승, 그리고 날짐승들이 그들 모두의 특징을 가졌던 <sbj:오리너구리>에게 서로 자기들 편에 붙어 달라고 졸랐으나, 특별한 존재가 되기 위해서는 굳이 어느 쪽 편에 끼지 않아도 된다는 것을 깨달은 오리너구리는 세 집단의 요청을 모두 거절했다고 한다.","{'start': 55, 'end': 59, 'text': '오리너구리', 'type': 'anm'}","{'start': 9, 'end': 12, 'text': '전승민담', 'type': 'poh'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
221,같은 호주 특산 동물인 가시두더지와 웃음물총새 또한 해당 올림픽에서 마스코트의 모델로서 선발되었다.,같은 호주 특산 동물인 <sbj:가시두더지>와 <obj:웃음물총새> 또한 해당 올림픽에서 마스코트의 모델로서 선발되었다.,"{'start': 13, 'end': 17, 'text': '가시두더지', 'type': 'anm'}","{'start': 20, 'end': 24, 'text': '웃음물총새', 'type': 'anm'}",no_relation,no_relation,no_relation,no_relation,no_relation
222,"애니메이션 《피니와 퍼브》에서는 주인공 피니, 퍼브 형제의 애완동물인 오리너구리 페리라는 캐릭터가 등장하며, 주인들이 눈치채지 못하는 사이 비밀 조직에서 첩보원 일을 하고 있는 캐릭터로 나온다.","애니메이션 《피니와 퍼브》에서는 주인공 피니, 퍼브 형제의 애완동물인 <sbj:오리너구리> <obj:페리>라는 캐릭터가 등장하며, 주인들이 눈치채지 못하는 사이 비밀 조직에서 첩보원 일을 하고 있는 캐릭터로 나온다.","{'start': 39, 'end': 43, 'text': '오리너구리', 'type': 'anm'}","{'start': 45, 'end': 46, 'text': '페리', 'type': 'anm'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
223,제작진은 주인공의 애완동물 역할로 오리너구리를 선택한 것은 오리너구리의 독특한 외모를 활용하는 것과 동시에 흔히 접할 수 없는 동물을 부각시키기 위함이라고 밝혔다. 본 캐릭터는 팬과 비평가 양쪽 모두에게 좋은 평을 받고 있다.,제작진은 주인공의 애완동물 역할로 <sbj:오리너구리>를 선택한 것은 오리너구리의 <obj:독특한 외모>를 활용하는 것과 동시에 흔히 접할 수 없는 동물을 부각시키기 위함이라고 밝혔다. 본 캐릭터는 팬과 비평가 양쪽 모두에게 좋은 평을 받고 있다.,"{'start': 19, 'end': 23, 'text': '오리너구리', 'type': 'anm'}","{'start': 40, 'end': 45, 'text': '독특한 외모', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
224,사모예드견은 시베리아 원산으로 썰매용·가정용·반려용으로 많이 기른다.,<sbj:사모예드견>은 <obj:시베리아 원산>으로 썰매용·가정용·반려용으로 많이 기른다.,"{'start': 0, 'end': 4, 'text': '사모예드견', 'type': 'anm'}","{'start': 7, 'end': 13, 'text': '시베리아 원산', 'type': 'loc'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
225,"그러나 1960년대 말 경북대 교수들에 의해 30여 마리의 삽살개가 수집, 보존되기 시작했으며 최근에는 500여 마리로 늘었다.","그러나 1960년대 말 경북대 교수들에 의해 <obj:30여 마리>의 <sbj:삽살개>가 수집, 보존되기 시작했으며 최근에는 500여 마리로 늘었다.","{'start': 33, 'end': 35, 'text': '삽살개', 'type': 'anm'}","{'start': 25, 'end': 30, 'text': '30여 마리', 'type': 'noh'}",anm:number_of_members,anm:number_of_members,anm:number_of_members,anm:number_of_members,anm:number_of_members
226,동네마다 흔하던 삽살개는 일제 강점기인 1940년 이후 일본이 개를 전쟁에 필요한 가죽 공급원으로 삼아 많은 수를 죽임에 따라 그 수가 급격히 줄어 멸종의 위기에까지 이르렀다.,동네마다 흔하던 <sbj:삽살개>는 <obj:일제 강점기>인 1940년 이후 일본이 개를 전쟁에 필요한 가죽 공급원으로 삼아 많은 수를 죽임에 따라 그 수가 급격히 줄어 멸종의 위기에까지 이르렀다.,"{'start': 9, 'end': 11, 'text': '삽살개', 'type': 'anm'}","{'start': 14, 'end': 19, 'text': '일제 강점기', 'type': 'poh'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
227,삽살개는 신라시대에는 주로 귀족사회에서 길러져 오다가 통일신라가 망하면서 일반 백성들이 키우게 된 것으로 알려져 있다.,<sbj:삽살개>는 <obj:신라시대>에는 주로 귀족사회에서 길러져 오다가 통일신라가 망하면서 일반 백성들이 키우게 된 것으로 알려져 있다.,"{'start': 0, 'end': 2, 'text': '삽살개', 'type': 'anm'}","{'start': 5, 'end': 8, 'text': '신라시대', 'type': 'poh'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
228,"프랑스 카르투지오 수도회 수사들이 '샤르투르즈'라는 리큐어를 개발하였는데 이것이 '샤르트뢰'라는 이름의 유래라는 것과, 털이 양모와 비슷하여 18세기 초 스페인산 양털 이름이 붙여졌다는 것이 있다.","프랑스 카르투지오 수도회 수사들이 <obj:'샤르투르즈'>라는 리큐어를 개발하였는데 이것이 <sbj:'샤르트뢰'>라는 이름의 유래라는 것과, 털이 양모와 비슷하여 18세기 초 스페인산 양털 이름이 붙여졌다는 것이 있다.","{'start': 45, 'end': 50, 'text': ""'샤르트뢰'"", 'type': 'anm'}","{'start': 19, 'end': 25, 'text': ""'샤르투르즈'"", 'type': 'poh'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
229,이런 노력으로 1928년에 샤르트뢰는 다시 유럽 고양이쇼에 등장하기 시작하였다.,이런 노력으로 1928년에 <sbj:샤르트뢰>는 다시 유럽 <obj:고양이쇼>에 등장하기 시작하였다.,"{'start': 15, 'end': 18, 'text': '샤르트뢰', 'type': 'anm'}","{'start': 27, 'end': 30, 'text': '고양이쇼', 'type': 'poh'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
230,"기록을 보면 1902년 멕시코를 시점으로 여러 군데에서 털이 없는 고양이가 발견된 기록이 보이나, 공식적인 기록은 다음의 두 가지 설로 압축된다.","기록을 보면 1902년 <obj:멕시코>를 시점으로 여러 군데에서 <sbj:털이 없는 고양이>가 발견된 기록이 보이나, 공식적인 기록은 다음의 두 가지 설로 압축된다.","{'start': 31, 'end': 39, 'text': '털이 없는 고양이', 'type': 'anm'}","{'start': 13, 'end': 15, 'text': '멕시코', 'type': 'loc'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
231,"이 종을 어려서부터 키우는 사람은 자신의 스핑크스 고양이에게 맞는 사료를 찾아내어, 이를 통해 고양이를 건강하게 보살필 수 있도록 항상 유의하여야 하고, 고양이에게 해로운 음식이나 사람이 먹는 음식, 여타 다른 음식을 급여하지 않는 것이 중요하다.","이 종을 어려서부터 키우는 사람은 자신의 <sbj:스핑크스 고양이>에게 맞는 사료를 찾아내어, 이를 통해 고양이를 건강하게 보살필 수 있도록 항상 유의하여야 하고, 고양이에게 해로운 <obj:음식>이나 사람이 먹는 음식, 여타 다른 음식을 급여하지 않는 것이 중요하다.","{'start': 23, 'end': 30, 'text': '스핑크스 고양이', 'type': 'anm'}","{'start': 96, 'end': 97, 'text': '음식', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
232,스핑크스는 단모종 (털이 짧은) 고양이의 품종 중 하나로 1998년 CFA에 잡종부문으로 등록되었다.,<obj:스핑크스>는 <sbj:단모종> (털이 짧은) 고양이의 품종 중 하나로 1998년 CFA에 잡종부문으로 등록되었다.,"{'start': 6, 'end': 8, 'text': '단모종', 'type': 'org'}","{'start': 0, 'end': 3, 'text': '스핑크스', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
233,위의 조사자료를 토대로 짐작해보면 자연 발생지역 두 군데가 모두 북미 대륙인 것으로 미루어 캐너디언 스핑크스의 기원은 북미 대륙에서부터라고 보는 것이 타당할 것이다.,위의 조사자료를 토대로 짐작해보면 자연 발생지역 두 군데가 모두 <obj:북미 대륙>인 것으로 미루어 <sbj:캐너디언 스핑크스>의 기원은 북미 대륙에서부터라고 보는 것이 타당할 것이다.,"{'start': 51, 'end': 59, 'text': '캐너디언 스핑크스', 'type': 'anm'}","{'start': 36, 'end': 40, 'text': '북미 대륙', 'type': 'loc'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
234,이 종은 유전적으로 스피츠 과에 속한다.,<obj:이 종>은 유전적으로 <sbj:스피츠 과>에 속한다.,"{'start': 11, 'end': 15, 'text': '스피츠 과', 'type': 'org'}","{'start': 0, 'end': 2, 'text': '이 종', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
235,시베리안 허스키는 늑대와 유사한 모습을 지닌다.,<sbj:시베리안 허스키>는 <obj:늑대>와 유사한 모습을 지닌다.,"{'start': 0, 'end': 7, 'text': '시베리안 허스키', 'type': 'anm'}","{'start': 10, 'end': 11, 'text': '늑대', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
236,이 종은 고기와 개사료를 먹는다.,<sbj:이 종>은 <obj:고기>와 개사료를 먹는다.,"{'start': 0, 'end': 2, 'text': '이 종', 'type': 'anm'}","{'start': 5, 'end': 6, 'text': '고기', 'type': 'poh'}",anm:enemy,anm:enemy,anm:enemy,anm:enemy,anm:enemy
237,"이 견종은 다른 개들만큼 이상의 늑대와 밀접한 관련이 없지만, 시베리안의 고립된 견종을 통해 이러한 외양을 유지한 것으로 여겨진다.","<sbj:이 견종>은 다른 개들만큼 이상의 <obj:늑대>와 밀접한 관련이 없지만, 시베리안의 고립된 견종을 통해 이러한 외양을 유지한 것으로 여겨진다.","{'start': 0, 'end': 3, 'text': '이 견종', 'type': 'anm'}","{'start': 18, 'end': 19, 'text': '늑대', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
238,대한민국의 3D 애니메이션 캐니멀(canimals) 시리즈에는 시암고양이를 모티브로 한 캐릭터가 등장한다.,대한민국의 3D 애니메이션 <obj:캐니멀>(canimals) 시리즈에는 <sbj:시암고양이>를 모티브로 한 캐릭터가 등장한다.,"{'start': 35, 'end': 39, 'text': '시암고양이', 'type': 'anm'}","{'start': 15, 'end': 17, 'text': '캐니멀', 'type': 'poh'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
239,시암고양이는 2011년의 3D 애니메이션 '땡땡의 모험'(스티븐 스필버그 감독)에서도 잠시 등장한 바 있다.,<sbj:시암고양이>는 2011년의 3D 애니메이션 <obj:'땡땡의 모험'>(스티븐 스필버그 감독)에서도 잠시 등장한 바 있다.,"{'start': 0, 'end': 4, 'text': '시암고양이', 'type': 'anm'}","{'start': 23, 'end': 30, 'text': ""'땡땡의 모험'"", 'type': 'poh'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
240,태국으로부터 자연발생하여 세계로 전해진 샴고양이는 1700년 경부터 존재해왔다고 추정된다.,<obj:태국>으로부터 자연발생하여 세계로 전해진 <sbj:샴고양이>는 1700년 경부터 존재해왔다고 추정된다.,"{'start': 22, 'end': 25, 'text': '샴고양이', 'type': 'anm'}","{'start': 0, 'end': 1, 'text': '태국', 'type': 'loc'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
241,"중국에서는 ‘사자개’라고 부르는데, 이 이름의 웨이드식 로마자 표기법인 shih-tzu kou에서 ‘시추’라는 이름이 전해졌다.","중국에서는 <obj:‘사자개’>라고 부르는데, 이 이름의 웨이드식 로마자 표기법인 shih-tzu kou에서 <sbj:‘시추’>라는 이름이 전해졌다.","{'start': 55, 'end': 58, 'text': '‘시추’', 'type': 'anm'}","{'start': 6, 'end': 10, 'text': '‘사자개’', 'type': 'anm'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name
242,시추는 중국에서 비롯한 개 품종이며 과거 중국 황실이 기르던 견종이다.,<sbj:시추>는 <obj:중국>에서 비롯한 개 품종이며 과거 중국 황실이 기르던 견종이다.,"{'start': 0, 'end': 1, 'text': '시추', 'type': 'anm'}","{'start': 4, 'end': 5, 'text': '중국', 'type': 'loc'}",anm:origin,anm:origin,anm:origin,anm:origin,anm:origin
243,열목어는 한반도가 서식의 남방한계선이다.,<sbj:열목어>는 <obj:한반도>가 서식의 남방한계선이다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 5, 'end': 7, 'text': '한반도', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
244,"오리너구리는 포유류 가운데서는 매우 드물게도 독성 물질을 지니고 있는데, 그 중에서도 신경독을 보유하고 있고, 수컷 오리너구리의 뒷발 며느리발톱과 연결된 독샘을 통해서 분출되며, 인간이 여기에 베일 경우 찌르는 듯한 극심한 고통을 수반한다.","<sbj:오리너구리>는 포유류 가운데서는 매우 드물게도 독성 물질을 지니고 있는데, 그 중에서도 <obj:신경독>을 보유하고 있고, 수컷 오리너구리의 뒷발 며느리발톱과 연결된 독샘을 통해서 분출되며, 인간이 여기에 베일 경우 찌르는 듯한 극심한 고통을 수반한다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 48, 'end': 50, 'text': '신경독', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
